image_path,title,popularity,release_date,image_height,image_width
filtered_posters1/poster_249.jpg,Uncharted,82.794,2022-02-10,750,500
filtered_posters1/poster_250.jpg,In the Fire,82.373,2023-09-14,750,500
filtered_posters1/poster_251.jpg,The Wandering Earth II,82.456,2023-01-22,750,500
filtered_posters1/poster_252.jpg,Joker,82.226,2019-10-01,750,500
filtered_posters1/poster_253.jpg,Shang-Chi and the Legend of the Ten Rings,82.284,2021-09-01,750,500
filtered_posters1/poster_254.jpg,Bernie the Dolphin 2,81.929,2019-12-17,750,500
filtered_posters1/poster_255.jpg,Fear the Night,81.233,2023-07-21,750,500
filtered_posters1/poster_256.jpg,Spirit of Fear,80.838,2023-07-31,750,500
filtered_posters1/poster_257.jpg,Hocus Pocus 2,81.009,2022-09-30,750,500
filtered_posters1/poster_258.jpg,Spider-Man: Far From Home,80.703,2019-06-28,750,500
filtered_posters1/poster_259.jpg,Into the Abyss,80.566,2023-07-06,750,500
filtered_posters1/poster_260.jpg,Scarygirl,80.447,2023-10-05,750,500
filtered_posters1/poster_261.jpg,The Out-Laws,80.034,2023-07-07,750,500
filtered_posters1/poster_262.jpg,All Quiet on the Western Front,79.801,2022-10-07,750,500
filtered_posters1/poster_263.jpg,Cruella,79.688,2021-05-26,750,500
filtered_posters1/poster_264.jpg,Bunker,79.748,2023-09-14,750,500
filtered_posters1/poster_265.jpg,Insidious: The Last Key,79.361,2018-01-03,750,500
filtered_posters1/poster_266.jpg,"The Gangster, the Cop, the Devil",79.678,2019-05-15,750,500
filtered_posters1/poster_267.jpg,A Good Day to Die Hard,78.813,2013-02-06,750,500
filtered_posters1/poster_268.jpg,Killer Book Club,78.807,2023-08-25,750,500
filtered_posters1/poster_269.jpg,A Million Miles Away,78.637,2023-09-08,750,500
filtered_posters1/poster_270.jpg,Desperation Road,78.488,2023-10-19,750,500
filtered_posters1/poster_271.jpg,Babylon 5: The Road Home,78.512,2023-08-15,750,500
filtered_posters1/poster_272.jpg,Infinite,78.215,2021-09-09,750,500
filtered_posters1/poster_273.jpg,Project Wolf Hunting,78.228,2022-09-21,750,500
filtered_posters1/poster_274.jpg,Love Accidentally,77.893,2022-07-15,750,500
filtered_posters1/poster_275.jpg,The Exorcism of God,77.913,2022-03-11,750,500
filtered_posters1/poster_276.jpg,No Accident,77.851,2023-09-29,750,500
filtered_posters1/poster_277.jpg,John Wick: Chapter 3 - Parabellum,77.683,2019-05-15,750,500
filtered_posters1/poster_278.jpg,The Meg,77.687,2018-08-09,750,500
filtered_posters1/poster_279.jpg,Fist of the Condor,77.175,2023-04-04,750,500
filtered_posters1/poster_280.jpg,Green Book,76.116,2018-11-16,750,500
filtered_posters1/poster_281.jpg,Prey for the Devil,75.857,2022-10-23,750,500
filtered_posters1/poster_282.jpg,Bullet Train,75.797,2022-08-03,750,500
filtered_posters1/poster_283.jpg,Godzilla vs. Kong,75.64,2021-03-24,750,500
filtered_posters1/poster_284.jpg,The Curse of Robert the Doll,75.266,2023-10-03,750,500
filtered_posters1/poster_285.jpg,The Last Kingdom: Seven Kings Must Die,75.243,2023-04-14,750,500
filtered_posters1/poster_286.jpg,Incredibles 2,75.167,2018-06-14,750,500
filtered_posters1/poster_287.jpg,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,74.809,2019-03-29,750,500
filtered_posters1/poster_288.jpg,Gabriel's Inferno: Part IV,74.683,2022-03-30,750,500
filtered_posters1/poster_289.jpg,20th Century Girl,74.711,2022-10-06,750,500
filtered_posters1/poster_290.jpg,Fast & Furious Presents: Hobbs & Shaw,74.654,2019-08-01,750,500
filtered_posters1/poster_291.jpg,Zom 100: Bucket List of the Dead,74.425,2023-08-03,750,500
filtered_posters1/poster_292.jpg,Crater,74.265,2023-05-12,750,500
filtered_posters1/poster_293.jpg,The Addams Family 2,73.83,2021-10-01,750,500
filtered_posters1/poster_294.jpg,Ambush,73.645,2023-02-24,750,500
filtered_posters1/poster_295.jpg,Frozen,73.233,2013-11-20,750,500
filtered_posters1/poster_296.jpg,How to Deal with a Heartbreak,73.181,2023-07-06,750,500
filtered_posters1/poster_297.jpg,Sing 2,72.953,2021-12-01,750,500
filtered_posters1/poster_298.jpg,The Hunger Games: Mockingjay - Part 1,72.695,2014-11-19,750,500
filtered_posters1/poster_299.jpg,Knock at the Cabin,72.21,2023-02-01,750,500
filtered_posters1/poster_300.jpg,Kingdom 2: Far and Away,72.76,2022-07-15,750,500
filtered_posters1/poster_301.jpg,Moonfall,72.14,2022-02-03,750,500
filtered_posters1/poster_302.jpg,Deadpool 2,71.825,2018-05-10,750,500
filtered_posters1/poster_303.jpg,Buddy Games: Spring Awakening,71.583,2023-05-19,750,500
filtered_posters1/poster_304.jpg,Everything Everywhere All at Once,71.517,2022-03-24,750,500
filtered_posters1/poster_305.jpg,The Mother,71.444,2023-05-04,750,500
filtered_posters1/poster_306.jpg,Free Guy,71.493,2021-08-11,750,500
filtered_posters1/poster_307.jpg,The Mistress,71.404,2023-07-28,750,500
filtered_posters1/poster_308.jpg,The Amazing Spider-Man 2,71.197,2014-04-16,750,500
filtered_posters1/poster_309.jpg,To Catch a Killer,71.13,2023-04-06,750,500
filtered_posters1/poster_310.jpg,The King's Man,70.994,2021-12-22,750,500
filtered_posters1/poster_311.jpg,Operation Fortune: Ruse de Guerre,70.936,2023-01-04,750,500
filtered_posters1/poster_312.jpg,Get Out,70.558,2017-02-24,750,500
filtered_posters1/poster_313.jpg,Cinderella,70.394,2015-03-06,750,500
filtered_posters1/poster_314.jpg,Beast,70.14,2022-08-11,750,500
filtered_posters1/poster_315.jpg,Mission: Impossible - Rogue Nation,69.575,2015-07-23,750,500
filtered_posters1/poster_316.jpg,Raya and the Last Dragon,69.809,2021-03-03,750,500
filtered_posters1/poster_317.jpg,Ìjọ̀gbọ̀n,69.376,2023-10-13,750,500
filtered_posters1/poster_318.jpg,Furious 7,69.221,2015-04-01,750,500
filtered_posters1/poster_319.jpg,Frozen II,69.087,2019-11-20,750,500
filtered_posters1/poster_320.jpg,Parasite,68.828,2019-05-30,750,500
filtered_posters1/poster_321.jpg,Wrath of Man,68.729,2021-04-22,750,500
filtered_posters1/poster_322.jpg,Remember,68.354,2022-10-26,750,500
filtered_posters1/poster_323.jpg,Goatman,68.187,2023-04-17,750,500
filtered_posters1/poster_324.jpg,Pleasure,68.087,2021-10-08,750,500
filtered_posters1/poster_325.jpg,My Cousin Sister,67.807,2019-06-03,750,500
filtered_posters1/poster_326.jpg,Teenage Mutant Ninja Turtles,67.639,2014-08-07,750,500
filtered_posters1/poster_327.jpg,Big Sur Gay Porn,67.603,2023-06-16,750,500
filtered_posters1/poster_328.jpg,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,67.634,2022-11-25,750,500
filtered_posters1/poster_329.jpg,Monster Hunter,67.552,2020-12-03,750,500
filtered_posters1/poster_330.jpg,My Big Fat Greek Wedding 3,67.501,2023-09-07,750,500
filtered_posters1/poster_331.jpg,Halloween Ends,67.122,2022-10-12,750,500
filtered_posters1/poster_332.jpg,Accident Man: Hitman's Holiday,67.22,2022-10-14,750,500
filtered_posters1/poster_333.jpg,Black Widow,67.107,2021-07-07,750,500
filtered_posters1/poster_334.jpg,The Boss Baby: Family Business,66.857,2021-07-01,750,500
filtered_posters1/poster_335.jpg,Fantastic Beasts: The Secrets of Dumbledore,66.923,2022-04-06,750,500
filtered_posters1/poster_336.jpg,A Quiet Place Part II,66.806,2021-05-21,750,500
filtered_posters1/poster_337.jpg,Mr. Car and the Knights Templar,66.662,2023-07-12,750,500
filtered_posters1/poster_338.jpg,A Quiet Place,66.343,2018-04-03,750,500
filtered_posters1/poster_339.jpg,The Woman King,66.288,2022-09-16,750,500
filtered_posters1/poster_340.jpg,Eternals,66.066,2021-11-03,750,500
filtered_posters1/poster_341.jpg,Boyka: Undisputed IV,65.351,2016-08-01,750,500
filtered_posters1/poster_342.jpg,Balkan Line,65.355,2019-03-21,750,500
filtered_posters1/poster_343.jpg,Captain America: Civil War,64.646,2016-04-27,750,500
filtered_posters1/poster_344.jpg,The Matrix Resurrections,64.623,2021-12-16,750,500
filtered_posters1/poster_345.jpg,Babylon,64.591,2022-12-22,750,500
filtered_posters1/poster_346.jpg,Ghosts of Flight 401,64.176,2023-10-03,750,500
filtered_posters1/poster_347.jpg,The Northman,64.292,2022-04-07,750,500
filtered_posters1/poster_348.jpg,Toy Story 4,63.946,2019-06-19,750,500
filtered_posters1/poster_349.jpg,Murder Mystery 2,63.884,2023-03-28,750,500
filtered_posters1/poster_350.jpg,Anatomy of a Fall,63.527,2023-08-23,750,500
filtered_posters1/poster_351.jpg,Piglady,63.462,2023-08-22,750,500
filtered_posters1/poster_352.jpg,Batman v Superman: Dawn of Justice,63.42,2016-03-23,750,500
filtered_posters1/poster_353.jpg,R.I.P.D. 2: Rise of the Damned,63.257,2022-11-15,750,500
filtered_posters1/poster_354.jpg,Alien Invasion,63.176,2023-05-11,750,500
filtered_posters1/poster_355.jpg,Kepler Sexto B,63.181,2023-06-16,750,500
filtered_posters1/poster_356.jpg,Rick and Morty vs. Genocider,63.069,2020-07-25,750,500
filtered_posters1/poster_357.jpg,Do Not Disturb,63.146,2023-09-29,750,500
filtered_posters1/poster_358.jpg,Soul,62.847,2020-12-25,750,500
filtered_posters1/poster_359.jpg,Wrong Turn,62.861,2021-01-26,750,500
filtered_posters1/poster_360.jpg,World War Z,62.787,2013-06-20,750,500
filtered_posters1/poster_361.jpg,The Ice Age Adventures of Buck Wild,62.706,2022-01-28,750,500
filtered_posters1/poster_362.jpg,SuperFly,62.598,2018-06-13,750,500
filtered_posters1/poster_363.jpg,Annabelle Comes Home,62.619,2019-06-26,750,500
filtered_posters1/poster_364.jpg,Ted 2,62.552,2015-06-25,750,500
filtered_posters1/poster_365.jpg,Renfield,62.461,2023-04-07,750,500
filtered_posters1/poster_366.jpg,Sasaki and Miyano: Graduation,62.427,2023-02-17,750,500
filtered_posters1/poster_367.jpg,Dragon Ball Z: Resurrection 'F',62.49,2015-04-18,750,500
filtered_posters1/poster_368.jpg,Smile,62.175,2022-09-23,750,500
filtered_posters1/poster_369.jpg,Ghostbusters: Afterlife,62.109,2021-11-11,750,500
filtered_posters1/poster_370.jpg,Sympathy for the Devil,62.018,2023-07-20,750,500
filtered_posters1/poster_371.jpg,Mad Max: Fury Road,61.838,2015-05-13,750,500
filtered_posters1/poster_372.jpg,Joy Ride,61.808,2023-06-22,750,500
filtered_posters1/poster_373.jpg,The First Purge,61.642,2018-07-04,750,500
filtered_posters1/poster_374.jpg,Taken 3,61.657,2014-12-16,750,500
filtered_posters1/poster_375.jpg,The Book of Life,61.678,2014-10-01,750,500
filtered_posters1/poster_376.jpg,Grown Ups 2,61.462,2013-07-11,750,500
filtered_posters1/poster_377.jpg,I Believe,61.346,2019-06-06,750,500
filtered_posters1/poster_378.jpg,Maze Runner: The Death Cure,61.345,2018-01-10,750,500
filtered_posters1/poster_379.jpg,Venom,61.257,2018-09-28,750,500
filtered_posters1/poster_380.jpg,Luca,61.337,2021-06-17,750,500
filtered_posters1/poster_381.jpg,The Fate of the Furious,61.115,2017-04-12,750,500
filtered_posters1/poster_382.jpg,The Croods: A New Age,61.159,2020-11-25,750,500
filtered_posters1/poster_383.jpg,Lobis. Unknown Trasures,60.944,2022-02-04,750,500
filtered_posters1/poster_384.jpg,Through My Window: Across the Sea,60.936,2023-06-23,750,500
filtered_posters1/poster_385.jpg,Jeanne du Barry,60.814,2023-05-16,750,500
filtered_posters1/poster_386.jpg,Lit­tle Allan — The Human Antenna,60.848,2022-07-21,750,500
filtered_posters1/poster_387.jpg,Iron Man 3,60.387,2013-04-18,750,500
filtered_posters1/poster_388.jpg,Marlon Wayans Presents: The Headliners,59.893,2022-04-21,750,500
filtered_posters1/poster_389.jpg,Jeepers Creepers: Reborn,60.331,2022-09-15,750,500
filtered_posters1/poster_390.jpg,The Purge: Anarchy,59.767,2014-07-17,750,500
filtered_posters1/poster_391.jpg,The Three Musketeers: D'Artagnan,59.707,2023-04-05,750,500
filtered_posters1/poster_392.jpg,Project Gemini,59.465,2022-01-06,750,500
filtered_posters1/poster_393.jpg,No Time to Die,59.296,2021-09-29,750,500
filtered_posters1/poster_394.jpg,The Forever Purge,58.955,2021-06-30,750,500
filtered_posters1/poster_395.jpg,Roald Dahl's Matilda the Musical,59.133,2022-11-25,750,500
filtered_posters1/poster_396.jpg,Sorcery,58.778,2023-01-21,750,500
filtered_posters1/poster_397.jpg,Rick and Morty: Summer Meets God (Rick Meets Evil),58.707,2021-08-02,750,500
filtered_posters1/poster_398.jpg,Asteroid City,58.676,2023-06-08,750,500
filtered_posters1/poster_399.jpg,Between Us,59.158,2023-07-12,750,500
filtered_posters1/poster_400.jpg,The Addams Family,59.109,2019-10-10,750,500
filtered_posters1/poster_401.jpg,Medusa's Venom,58.779,2023-02-14,750,500
filtered_posters1/poster_402.jpg,Medusa Deluxe,58.468,2023-06-08,750,500
filtered_posters1/poster_403.jpg,Ford v Ferrari,58.389,2019-11-13,750,500
filtered_posters1/poster_404.jpg,The Boy and the Heron,58.375,2023-07-14,750,500
filtered_posters1/poster_405.jpg,Unwelcome,57.905,2023-01-27,750,500
filtered_posters1/poster_406.jpg,Once Upon a Studio,58.426,2023-09-24,750,500
filtered_posters1/poster_407.jpg,Feed,57.712,2022-10-28,750,500
filtered_posters1/poster_408.jpg,Stand by Me Doraemon,58.166,2014-08-08,750,500
filtered_posters1/poster_409.jpg,The Bad Guys,57.882,2022-03-17,750,500
filtered_posters1/poster_410.jpg,Morbius,58.171,2022-03-30,750,500
filtered_posters1/poster_411.jpg,AKA,57.236,2023-04-28,750,500
filtered_posters1/poster_412.jpg,DC League of Super-Pets,57.356,2022-07-27,750,500
filtered_posters1/poster_413.jpg,The Hangover Part III,57.888,2013-05-23,750,500
filtered_posters1/poster_414.jpg,The Lost City,56.996,2022-03-24,750,500
filtered_posters1/poster_415.jpg,Kung Fu Panda 3,57.341,2016-01-23,750,500
filtered_posters1/poster_416.jpg,xXx: Return of Xander Cage,57.86,2017-01-13,750,500
filtered_posters1/poster_417.jpg,Maze Runner: The Scorch Trials,56.761,2015-09-09,750,500
filtered_posters1/poster_418.jpg,Charlie's Angels,57.161,2019-11-14,750,500
filtered_posters1/poster_419.jpg,The Witch: Part 2. The Other One,56.995,2022-06-15,750,500
filtered_posters1/poster_420.jpg,Ibiza Blue,56.703,2023-06-16,750,500
filtered_posters1/poster_421.jpg,Snoopy Presents: One-of-a-Kind Marcie,56.714,2023-08-17,750,500
filtered_posters1/poster_422.jpg,Captain Marvel,56.658,2019-03-06,750,500
filtered_posters1/poster_423.jpg,Shotgun Wedding,56.547,2022-12-28,750,500
filtered_posters1/poster_424.jpg,Nimona,57.642,2023-06-23,750,500
filtered_posters1/poster_425.jpg,Dirty Games,56.248,2022-02-06,750,500
filtered_posters1/poster_426.jpg,Beauty and the Beast,56.32,2017-03-16,750,500
filtered_posters1/poster_427.jpg,Nightcrawler,56.671,2014-10-23,750,500
filtered_posters1/poster_428.jpg,Train to Busan,56.222,2016-07-20,750,500
filtered_posters1/poster_429.jpg,Despicable Me 2,56.889,2013-06-26,750,500
filtered_posters1/poster_430.jpg,The Mount 2,56.856,2023-05-12,750,500
filtered_posters1/poster_431.jpg,Upgrade,56.058,2018-05-31,750,500
filtered_posters1/poster_432.jpg,Joy,56.126,2015-12-24,750,500
filtered_posters1/poster_433.jpg,Ready Player One,55.584,2018-03-28,750,500
filtered_posters1/poster_434.jpg,Pretty Young Sister 4,55.553,2021-01-15,750,500
filtered_posters1/poster_435.jpg,Jungle Cruise,55.57,2021-07-28,750,500
filtered_posters1/poster_436.jpg,Star Wars: The Rise of Skywalker,55.568,2019-12-18,750,500
filtered_posters1/poster_437.jpg,Odd Man Rush,55.382,2020-09-01,750,500
filtered_posters1/poster_438.jpg,How to Train Your Dragon: The Hidden World,55.954,2019-01-03,750,500
filtered_posters1/poster_439.jpg,Penguins of Madagascar,55.871,2014-11-22,750,500
filtered_posters1/poster_440.jpg,The Dive,55.367,2023-08-24,750,500
filtered_posters1/poster_441.jpg,Glass Onion: A Knives Out Mystery,55.189,2022-11-12,750,500
filtered_posters1/poster_442.jpg,Aquaman,55.158,2018-12-07,750,500
filtered_posters1/poster_443.jpg,Mortal Kombat,54.81,2021-04-07,750,500
filtered_posters1/poster_444.jpg,Flora and Son,54.838,2023-09-21,750,500
filtered_posters1/poster_445.jpg,Wonder Woman 1984,54.725,2020-12-16,750,500
filtered_posters1/poster_446.jpg,The Secret Kingdom,54.499,2023-04-27,750,500
filtered_posters1/poster_447.jpg,LEGO Disney Princess: The Castle Quest,54.682,2023-08-18,750,500
filtered_posters1/poster_448.jpg,The Whale,54.896,2022-12-09,750,500
filtered_posters1/poster_449.jpg,Medieval,54.78,2022-09-08,750,500
filtered_posters1/poster_450.jpg,F9,54.436,2021-05-19,750,500
filtered_posters1/poster_451.jpg,Barbarians,54.235,2021-09-23,750,500
filtered_posters1/poster_452.jpg,Sonic the Hedgehog,54.337,2020-02-12,750,500
filtered_posters1/poster_453.jpg,"Justice League x RWBY: Super Heroes & Huntsmen, Part Two",55.087,2023-10-17,750,500
filtered_posters1/poster_454.jpg,The Fallout,54.007,2021-03-17,750,500
filtered_posters1/poster_455.jpg,Once Upon a Time… in Hollywood,54.423,2019-07-24,750,500
filtered_posters1/poster_456.jpg,Nobody,53.743,2021-03-18,750,500
filtered_posters1/poster_457.jpg,Jurassic World: Fallen Kingdom,53.753,2018-06-22,750,500
filtered_posters1/poster_458.jpg,Exodus: Gods and Kings,53.496,2014-12-03,750,500
filtered_posters1/poster_459.jpg,Pirates of the Caribbean: Dead Men Tell No Tales,54.396,2017-05-23,750,500
filtered_posters1/poster_460.jpg,Herd,53.622,2023-10-13,750,500
filtered_posters1/poster_461.jpg,Togo,53.505,2019-12-20,750,500
filtered_posters1/poster_462.jpg,An Interview with God,54.412,2018-08-20,750,500
filtered_posters1/poster_463.jpg,The Ghost,53.214,2023-09-29,750,500
filtered_posters1/poster_464.jpg,A Frozen Rooster,53.323,2022-12-14,750,500
filtered_posters1/poster_465.jpg,Violent Night,53.129,2022-11-30,750,500
filtered_posters1/poster_466.jpg,Orphan: First Kill,52.948,2022-07-27,750,500
filtered_posters1/poster_467.jpg,Tayuan,53.037,2023-06-23,750,500
filtered_posters1/poster_468.jpg,The Ledge,52.998,2022-02-18,750,500
filtered_posters1/poster_469.jpg,Split,53.066,2017-01-19,750,500
filtered_posters1/poster_470.jpg,Kingsman: The Secret Service,52.829,2014-12-13,750,500
filtered_posters1/poster_471.jpg,Upon Entry,52.948,2023-06-16,750,500
filtered_posters1/poster_472.jpg,Fifty Shades Darker,53.027,2017-02-08,750,500
filtered_posters1/poster_473.jpg,Dragon Ball Z: Battle of Gods,53.56,2013-03-30,750,500
filtered_posters1/poster_474.jpg,Girl in the Basement,52.65,2021-02-27,750,500
filtered_posters1/poster_475.jpg,Guillermo del Toro's Pinocchio,52.141,2022-11-09,750,500
filtered_posters1/poster_476.jpg,Your Name Engraved Herein,52.339,2020-09-30,750,500
filtered_posters1/poster_477.jpg,The Mercator Trail,52.386,2022-03-30,750,500
filtered_posters1/poster_478.jpg,The Exorcist,52.673,2022-11-02,750,500
filtered_posters1/poster_479.jpg,The Hunger Games: Catching Fire,52.498,2013-11-15,750,500
filtered_posters1/poster_480.jpg,The Hobbit: The Desolation of Smaug,52.1,2013-12-11,750,500
filtered_posters1/poster_481.jpg,Shark Side of the Moon,52.009,2022-08-12,750,500
filtered_posters1/poster_482.jpg,No Way Out,51.661,2021-04-15,750,500
filtered_posters1/poster_483.jpg,How to Train Your Dragon 2,51.9,2014-06-05,750,500
filtered_posters1/poster_484.jpg,Greta,52.03,2018-09-06,750,500
filtered_posters1/poster_485.jpg,No Manches Frida 2,51.509,2019-03-15,750,500
filtered_posters1/poster_486.jpg,Creed II,51.285,2018-11-21,750,500
filtered_posters1/poster_487.jpg,Baywatch,51.686,2017-05-25,750,500
filtered_posters1/poster_488.jpg,Logan,51.475,2017-02-28,750,500
filtered_posters1/poster_489.jpg,The Boss Baby: Christmas Bonus,51.635,2022-12-06,750,500
filtered_posters1/poster_490.jpg,The Venture Bros.: Radiant Is the Blood of the Baboon Heart,51.681,2023-07-21,750,500
filtered_posters1/poster_491.jpg,Monster High: The Movie,51.018,2022-10-06,750,500
filtered_posters1/poster_492.jpg,The Jack in the Box: Awakening,50.952,2022-02-24,750,500
filtered_posters1/poster_493.jpg,The Sea Beast,51.278,2022-06-24,750,500
filtered_posters1/poster_494.jpg,Extraction,51.191,2020-04-24,750,500
filtered_posters1/poster_495.jpg,Alienoid,51.226,2022-07-20,750,500
filtered_posters1/poster_496.jpg,Roald Dahl's The Witches,51.1,2020-10-26,750,500
filtered_posters1/poster_497.jpg,Mummies,50.866,2023-01-05,750,500
filtered_posters1/poster_498.jpg,The Haunting of the Tower of London,50.838,2022-06-27,750,500
filtered_posters1/poster_499.jpg,Trolls World Tour,50.805,2020-03-11,750,500
